person_age,person_gender,person_education,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_income_log,loan_amnt_log
24.0,male,Master,1,RENT,EDUCATION,6.62,0.26,2.0,583,No,1,11.480774104953143,10.126631103850338
26.0,male,Bachelor,4,RENT,DEBTCONSOLIDATION,13.61,0.26,4.0,645,No,1,11.481919716406573,10.126631103850338
22.0,female,Associate,2,RENT,MEDICAL,11.36,0.11,2.0,593,Yes,0,12.314814936534408,10.126631103850338
26.0,male,Associate,3,OWN,PERSONAL,7.68,0.02,2.0,659,Yes,0,12.314859783605902,8.517193191416238
24.0,female,Bachelor,0,RENT,HOMEIMPROVEMENT,14.46,0.1,4.0,655,Yes,0,12.315214004782616,9.998797732340453
23.0,male,Associate,2,OWN,EDUCATION,11.83,0.01,2.0,583,Yes,0,12.308444198686773,7.824046010856292
24.0,female,Associate,0,MORTGAGE,DEBTCONSOLIDATION,13.47,0.1,4.0,582,No,1,12.243907783833196,9.903487552536127
24.0,female,Bachelor,1,MORTGAGE,MEDICAL,11.49,0.09,3.0,504,Yes,0,12.305338627186803,9.903487552536127
22.0,male,High School,0,MORTGAGE,EDUCATION,11.01,0.0,2.0,551,Yes,0,12.303734603190335,6.907755278982137
25.0,female,Associate,1,MORTGAGE,PERSONAL,6.03,0.07,3.0,529,Yes,0,12.303698324314613,9.615805480084347
23.0,female,Bachelor,0,RENT,DEBTCONSOLIDATION,16.35,0.28,4.0,674,No,1,11.405540679638088,10.126631103850338
26.0,female,High School,4,RENT,DEBTCONSOLIDATION,11.01,0.28,4.0,595,No,1,11.407631613756946,10.126631103850338
25.0,female,High School,6,RENT,DEBTCONSOLIDATION,7.29,0.25,3.0,597,No,1,11.49988075144942,10.126631103850338
23.0,male,High School,5,RENT,MEDICAL,11.36,0.25,3.0,566,No,1,11.50254174021549,10.126631103850338
24.0,male,High School,3,RENT,VENTURE,10.25,0.25,2.0,666,No,0,11.507259443343601,10.126631103850338
24.0,female,Bachelor,1,RENT,EDUCATION,11.12,0.25,3.0,695,No,0,11.519483911267475,10.126631103850338
24.0,female,Bachelor,2,RENT,PERSONAL,12.92,0.25,3.0,576,Yes,0,11.51726603106865,10.126631103850338
24.0,male,High School,5,RENT,EDUCATION,18.64,0.08,4.0,651,Yes,0,12.28730695066169,9.798127036878302
23.0,female,Bachelor,0,MORTGAGE,PERSONAL,7.51,0.13,3.0,633,Yes,0,12.287150202178141,10.239959789157341
23.0,male,Master,1,OWN,HOMEIMPROVEMENT,16.7,0.22,2.0,566,No,1,9.826174449433458,8.294049640102028
22.0,male,Master,0,OWN,PERSONAL,11.14,0.11,4.0,583,No,0,9.818310855128535,7.649692623711514
22.0,female,Associate,0,RENT,PERSONAL,18.3,0.24,4.0,586,Yes,0,11.535831116041813,10.126631103850338
24.0,female,Associate,4,RENT,MEDICAL,10.62,0.24,4.0,592,Yes,0,11.546360241056465,10.126631103850338
24.0,male,Bachelor,2,MORTGAGE,VENTURE,11.99,0.06,2.0,598,Yes,0,12.288269953461548,9.546812608597396
26.0,male,Master,1,MORTGAGE,VENTURE,9.63,0.06,4.0,637,Yes,0,12.28776322548531,9.392661928770137
25.0,female,High School,5,MORTGAGE,MEDICAL,18.25,0.06,4.0,628,No,1,12.056498975196021,9.210340371976184
23.0,male,Master,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.32,4.0,667,No,1,9.843259726985641,8.699514748210191
24.0,male,Associate,5,RENT,HOMEIMPROVEMENT,14.84,0.24,3.0,621,Yes,0,11.565033927018323,10.126631103850338
24.0,male,Bachelor,1,RENT,VENTURE,14.7,0.27,3.0,668,No,1,11.42063472207478,10.126631103850338
23.0,female,High School,1,RENT,DEBTCONSOLIDATION,16.02,0.27,4.0,544,No,1,11.428303957239482,10.126631103850338
23.0,male,Associate,2,RENT,MEDICAL,15.37,0.31,2.0,699,No,1,11.295416012273112,10.126631103850338
25.0,female,Bachelor,2,RENT,MEDICAL,10.99,0.23,4.0,611,No,0,11.59688050946368,10.126631103850338
21.0,male,Associate,0,OWN,HOMEIMPROVEMENT,7.9,0.33,2.0,615,No,1,9.847763403763766,8.732304571033183
26.0,female,High School,5,OWN,PERSONAL,10.99,0.12,4.0,559,Yes,0,12.288730392544384,10.126631103850338
24.0,female,High School,0,OWN,EDUCATION,11.48,0.1,3.0,577,Yes,0,12.287730970467925,9.95227771670556
25.0,male,High School,1,OWN,MEDICAL,14.26,0.09,4.0,657,Yes,0,12.287071818721621,9.903487552536127
26.0,male,Associate,5,OWN,HOMEIMPROVEMENT,8.0,0.05,4.0,676,Yes,0,12.28688275098639,9.210340371976184
25.0,male,Bachelor,0,MORTGAGE,VENTURE,11.26,0.05,2.0,601,No,0,12.285267301401719,9.205327830152639
23.0,female,Master,2,OWN,MEDICAL,11.01,0.24,4.0,647,No,1,9.852194258148577,8.406261630708956
23.0,female,Master,0,RENT,VENTURE,16.32,0.26,3.0,576,No,1,11.454904326148904,10.126631103850338
25.0,male,Master,3,RENT,MEDICAL,17.93,0.31,4.0,612,No,1,11.296881650771242,10.126631103850338
23.0,male,Bachelor,0,RENT,DEBTCONSOLIDATION,11.36,0.23,3.0,678,No,0,11.600634098819787,10.126631103850338
24.0,female,Associate,1,RENT,DEBTCONSOLIDATION,14.96,0.26,4.0,542,No,1,11.469527238144758,10.126631103850338
24.0,female,Associate,1,RENT,PERSONAL,13.43,0.23,3.0,709,Yes,0,11.616699723186683,10.126631103850338
25.0,male,Associate,2,RENT,HOMEIMPROVEMENT,12.69,0.22,3.0,622,Yes,0,11.621690179761616,10.126631103850338
24.0,male,Associate,4,RENT,VENTURE,12.73,0.22,4.0,642,Yes,0,11.623831575353654,10.126631103850338
23.0,female,High School,0,RENT,VENTURE,15.21,0.22,4.0,660,No,0,11.638641396285061,10.126631103850338
23.0,female,Bachelor,1,MORTGAGE,MEDICAL,12.68,0.09,3.0,587,Yes,0,9.861362626235456,7.4673710669175595
23.0,female,High School,0,RENT,MEDICAL,19.04,0.29,4.0,646,No,1,11.359622758844958,10.126631103850338
25.0,female,Master,7,RENT,DEBTCONSOLIDATION,15.95,0.24,3.0,637,No,1,11.533845115222732,10.126631103850338
26.0,male,Bachelor,5,MORTGAGE,VENTURE,8.9,0.01,4.0,718,No,0,12.259637108859906,7.8632667240095735
25.0,male,Master,4,MORTGAGE,HOMEIMPROVEMENT,7.9,0.04,2.0,588,Yes,0,12.259153591116762,8.987196820661973
22.0,male,Associate,0,MORTGAGE,EDUCATION,11.01,0.09,2.0,652,No,0,12.257502180636536,9.798127036878302
23.0,male,Bachelor,0,MORTGAGE,PERSONAL,11.99,0.1,3.0,620,Yes,0,12.259314789675805,9.95227771670556
23.0,male,High School,2,OWN,DEBTCONSOLIDATION,13.98,0.21,4.0,667,No,1,9.855452103497571,8.294049640102028
23.0,female,Associate,0,OWN,VENTURE,10.99,0.24,2.0,688,No,1,9.848291917068178,8.433811582477187
22.0,male,Associate,0,RENT,DEBTCONSOLIDATION,15.58,0.23,2.0,667,No,1,11.577720203281377,10.126631103850338
25.0,male,Master,4,RENT,MEDICAL,10.99,0.28,2.0,692,No,1,11.415511072863186,10.126631103850338
25.0,male,Bachelor,1,RENT,VENTURE,14.96,0.23,4.0,562,No,1,11.577476486029676,10.126631103850338
25.0,male,High School,4,OWN,HOMEIMPROVEMENT,15.31,0.09,4.0,625,Yes,0,9.860475661942838,7.4673710669175595
26.0,male,High School,5,RENT,VENTURE,15.65,0.23,3.0,649,No,1,11.575139411376274,10.126631103850338
25.0,female,High School,3,RENT,VENTURE,9.33,0.21,4.0,545,Yes,0,11.70103026651991,10.126631103850338
23.0,male,High School,3,MORTGAGE,PERSONAL,13.47,0.19,4.0,540,No,1,9.855609472291665,8.1886891244442
24.0,female,Associate,0,RENT,PERSONAL,10.36,0.2,3.0,637,Yes,0,11.728705975507848,10.126631103850338
24.0,male,Associate,4,RENT,HOMEIMPROVEMENT,16.77,0.22,4.0,600,No,1,11.62333023694869,10.126631103850338
23.0,male,High School,1,RENT,DEBTCONSOLIDATION,14.59,0.22,2.0,633,No,1,11.631890024574432,10.126631103850338
22.0,male,High School,0,RENT,VENTURE,11.91,0.02,2.0,588,No,0,12.259319530416548,8.160518247477505
23.0,female,Associate,2,MORTGAGE,EDUCATION,8.38,0.03,3.0,624,Yes,0,12.258285516977107,8.881836305004146
25.0,male,High School,7,RENT,VENTURE,10.59,0.04,3.0,525,Yes,0,12.25821432993312,9.104979856318357
25.0,male,High School,3,MORTGAGE,DEBTCONSOLIDATION,14.27,0.04,3.0,616,Yes,0,12.254848523883279,9.082507000466299
26.0,female,Master,3,RENT,DEBTCONSOLIDATION,12.53,0.06,4.0,675,No,0,12.254257864852601,9.392661928770137
25.0,female,Associate,1,MORTGAGE,DEBTCONSOLIDATION,16.0,0.13,3.0,662,No,1,12.182128252953381,10.126631103850338
26.0,male,Master,2,MORTGAGE,VENTURE,11.71,0.05,4.0,585,Yes,0,12.2519681480155,9.210340371976184
21.0,male,Master,0,OWN,HOMEIMPROVEMENT,11.54,0.17,3.0,686,No,1,9.840174946324362,8.063062911326792
25.0,female,Bachelor,2,RENT,HOMEIMPROVEMENT,15.68,0.21,4.0,595,No,1,11.665122809708631,10.126631103850338
21.0,female,Associate,2,MORTGAGE,EDUCATION,10.59,0.08,2.0,537,Yes,0,9.86104966983816,7.313220387090301
24.0,female,High School,0,RENT,HOMEIMPROVEMENT,12.61,0.21,2.0,625,No,1,11.681967572206347,10.126631103850338
26.0,female,High School,0,RENT,PERSONAL,11.01,0.19,2.0,641,Yes,0,11.801676965380029,10.126631103850338
23.0,female,Associate,4,MORTGAGE,PERSONAL,8.49,0.14,3.0,661,No,1,9.868481943337313,7.937374696163295
25.0,male,High School,1,RENT,PERSONAL,17.27,0.16,4.0,577,No,1,12.167077107023179,10.308952660644293
24.0,male,Bachelor,4,RENT,DEBTCONSOLIDATION,8.9,0.09,4.0,537,Yes,0,12.23877214169319,9.798127036878302
25.0,female,High School,6,MORTGAGE,MEDICAL,11.11,0.05,4.0,646,Yes,0,12.230989623192722,9.210340371976184
24.0,male,High School,1,RENT,HOMEIMPROVEMENT,14.59,0.13,2.0,653,No,1,12.158640309095285,10.126631103850338
26.0,female,Associate,3,RENT,VENTURE,12.42,0.06,3.0,654,No,0,12.230140672863874,9.472704636443673
24.0,male,Associate,0,RENT,MEDICAL,11.01,0.25,2.0,635,No,1,11.520476881123063,10.126631103850338
24.0,female,Master,3,RENT,HOMEIMPROVEMENT,15.7,0.19,2.0,675,Yes,0,11.799839742743098,10.126631103850338
22.0,female,Master,0,OWN,HOMEIMPROVEMENT,12.53,0.13,3.0,618,No,1,9.848133392404051,7.824046010856292
25.0,female,Master,0,RENT,MEDICAL,16.49,0.03,2.0,609,No,1,11.994697079065464,8.517193191416238
25.0,female,Bachelor,0,MORTGAGE,EDUCATION,7.49,0.1,2.0,545,Yes,0,12.231467450550117,9.903487552536127
22.0,female,High School,2,RENT,DEBTCONSOLIDATION,14.96,0.21,2.0,629,No,1,11.708632041374305,10.126631103850338
25.0,male,Associate,6,RENT,MEDICAL,12.73,0.18,4.0,539,No,0,11.821923724590686,10.126631103850338
24.0,male,Master,4,RENT,EDUCATION,10.65,0.17,4.0,593,Yes,0,11.88390264261972,10.126631103850338
25.0,female,High School,3,RENT,MEDICAL,10.74,0.17,2.0,683,No,0,11.886094628277572,10.126631103850338
23.0,male,Bachelor,1,RENT,EDUCATION,9.99,0.17,2.0,670,Yes,0,11.884502814411036,10.126631103850338
24.0,male,Master,0,RENT,MEDICAL,15.33,0.23,2.0,662,No,1,11.616861967202038,10.126631103850338
21.0,female,High School,2,OWN,VENTURE,7.29,0.05,4.0,681,Yes,0,9.873749734272172,6.907755278982137
26.0,male,High School,1,RENT,PERSONAL,15.05,0.19,3.0,636,No,1,11.77602791844762,10.126631103850338
26.0,male,Master,0,RENT,PERSONAL,10.75,0.16,3.0,677,Yes,0,11.965859229520369,10.126631103850338
23.0,female,Bachelor,3,RENT,EDUCATION,16.02,0.16,2.0,656,Yes,0,11.963969236689556,10.126631103850338
23.0,female,Associate,0,RENT,VENTURE,11.49,0.16,4.0,674,Yes,0,11.963695305100664,10.126631103850338
25.0,female,Associate,6,OWN,EDUCATION,12.53,0.1,4.0,587,No,0,12.230789648067011,9.903487552536127
26.0,female,Bachelor,2,MORTGAGE,VENTURE,13.57,0.06,2.0,658,No,0,12.231057898224082,9.392661928770137
22.0,male,High School,4,RENT,PERSONAL,11.14,0.07,3.0,581,Yes,0,12.224806073985954,9.546812608597396
26.0,male,High School,3,RENT,MEDICAL,12.87,0.12,3.0,606,Yes,0,12.222772424752588,10.096171896365629
23.0,female,Associate,0,RENT,EDUCATION,11.58,0.1,3.0,648,No,0,12.222944511750365,9.903487552536127
24.0,female,Associate,3,RENT,HOMEIMPROVEMENT,11.12,0.01,3.0,563,Yes,0,12.219556330688834,7.495541943884256
25.0,female,Master,1,MORTGAGE,PERSONAL,10.65,0.17,2.0,589,Yes,0,12.218618614698691,10.46310334047155
24.0,male,Associate,1,RENT,DEBTCONSOLIDATION,10.37,0.15,2.0,641,No,0,11.992179923048885,10.126631103850338
24.0,male,Associate,3,OWN,HOMEIMPROVEMENT,6.39,0.17,4.0,637,No,1,9.887205719961845,8.101677747454572
24.0,male,High School,2,RENT,PERSONAL,16.07,0.15,3.0,578,Yes,0,11.995055274013804,10.126631103850338
25.0,female,Bachelor,0,RENT,MEDICAL,10.62,0.15,2.0,660,Yes,0,11.99263186967735,10.126631103850338
25.0,male,High School,3,OWN,VENTURE,18.09,0.16,2.0,586,No,1,9.874213209832133,8.070906088787819
25.0,male,Associate,5,RENT,EDUCATION,11.36,0.15,4.0,567,Yes,0,12.002327227950946,10.126631103850338
26.0,female,Bachelor,5,RENT,DEBTCONSOLIDATION,12.53,0.15,4.0,582,Yes,0,12.005686909463238,10.126631103850338
25.0,female,Bachelor,3,RENT,EDUCATION,9.99,0.14,4.0,712,Yes,0,12.072381240104285,10.126631103850338
23.0,male,High School,4,RENT,EDUCATION,10.36,0.14,3.0,674,No,0,12.106340704131163,10.126631103850338
23.0,female,Master,0,MORTGAGE,EDUCATION,5.99,0.05,3.0,532,Yes,0,12.200658012828676,9.169518377455928
22.0,female,Master,1,MORTGAGE,DEBTCONSOLIDATION,15.62,0.13,2.0,670,No,1,12.127029438189721,10.085809109330082
24.0,male,Master,6,MORTGAGE,PERSONAL,10.37,0.1,4.0,658,No,0,12.200366395810253,9.903487552536127
25.0,male,Associate,0,MORTGAGE,HOMEIMPROVEMENT,19.74,0.13,4.0,669,No,0,12.203103241209647,10.126631103850338
21.0,male,Bachelor,0,MORTGAGE,EDUCATION,6.91,0.1,4.0,681,Yes,0,12.20006966363401,9.903487552536127
23.0,male,Associate,3,OWN,MEDICAL,7.9,0.3,2.0,618,No,1,9.905685136079615,8.699514748210191
23.0,female,Bachelor,4,MORTGAGE,DEBTCONSOLIDATION,13.06,0.11,4.0,573,Yes,0,9.923339198238729,7.729735331385051
23.0,female,High School,0,OWN,PERSONAL,6.39,0.1,3.0,491,Yes,0,9.896412583864164,7.600902459542082
23.0,male,Master,2,RENT,DEBTCONSOLIDATION,14.93,0.14,3.0,590,No,1,12.09323983725583,10.126631103850338
23.0,female,High School,0,MORTGAGE,MEDICAL,12.84,0.27,4.0,587,No,1,9.92431906211606,8.630521876723241
24.0,male,Master,2,OWN,VENTURE,17.14,0.18,2.0,648,No,1,9.92098360015288,8.195609567288775
22.0,male,Master,0,MORTGAGE,VENTURE,7.14,0.27,3.0,687,No,1,9.918228370857626,8.612503371220562
25.0,male,Bachelor,0,RENT,PERSONAL,8.9,0.12,2.0,621,No,0,12.259291085634977,10.126631103850338
22.0,female,High School,0,OWN,PERSONAL,12.42,0.1,3.0,590,Yes,0,9.923535247839906,7.600902459542082
24.0,male,Associate,0,RENT,HOMEIMPROVEMENT,12.68,0.11,2.0,676,Yes,0,12.315796627407543,10.126631103850338
25.0,female,Associate,0,RENT,PERSONAL,11.03,0.13,2.0,677,Yes,0,12.183622516692582,10.126631103850338
26.0,male,Bachelor,6,RENT,VENTURE,7.9,0.15,4.0,651,Yes,0,12.176334827266217,10.308952660644293
22.0,male,High School,0,MORTGAGE,MEDICAL,10.65,0.18,4.0,602,Yes,0,12.172190059191891,10.46310334047155
25.0,male,High School,2,RENT,VENTURE,11.86,0.09,4.0,652,No,0,12.509844579130903,10.126631103850338
25.0,male,Associate,5,OWN,PERSONAL,8.94,0.25,4.0,572,No,1,9.91447694733573,8.517193191416238
23.0,male,Bachelor,0,OWN,VENTURE,9.63,0.21,4.0,528,No,1,9.936825612146638,8.383661798791715
25.0,female,High School,3,RENT,PERSONAL,14.22,0.41,3.0,638,No,1,11.01439066528847,10.116580767996837
23.0,female,High School,2,RENT,DEBTCONSOLIDATION,9.33,0.34,3.0,655,No,1,11.195539913145005,10.116580767996837
24.0,male,Master,3,RENT,MEDICAL,13.85,0.24,4.0,627,Yes,0,11.53283592958901,10.106428396532818
22.0,male,High School,0,MORTGAGE,EDUCATION,10.65,0.1,2.0,596,No,0,9.947313032076158,7.600902459542082
24.0,female,Bachelor,0,RENT,MEDICAL,11.46,0.22,4.0,694,No,0,11.619831785256222,10.106428396532818
23.0,female,Associate,0,MORTGAGE,PERSONAL,7.66,0.18,2.0,684,Yes,0,12.16978722020146,10.46310334047155
24.0,female,Bachelor,0,MORTGAGE,VENTURE,16.77,0.06,4.0,547,No,0,12.171346616135093,9.392661928770137
25.0,female,Bachelor,0,MORTGAGE,PERSONAL,9.63,0.06,4.0,586,Yes,0,12.171734791792037,9.392661928770137
26.0,female,Bachelor,5,RENT,PERSONAL,12.23,0.13,4.0,694,No,0,12.170207097510149,10.126631103850338
25.0,male,Master,2,MORTGAGE,MEDICAL,14.09,0.07,4.0,639,No,1,11.933128106836845,9.210340371976184
25.0,female,Bachelor,0,RENT,PERSONAL,13.98,0.37,4.0,663,No,1,11.088262246808512,10.096171896365629
23.0,female,High School,4,RENT,EDUCATION,10.62,0.32,4.0,528,No,1,11.237540801810328,10.096171896365629
24.0,male,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.18,3.0,636,No,1,9.981697813072689,8.268731832117737
25.0,male,High School,3,RENT,PERSONAL,17.56,0.29,4.0,603,No,1,11.32942321142811,10.096171896365629
26.0,male,High School,3,RENT,MEDICAL,14.96,0.36,2.0,507,No,1,11.1316211207289,10.096171896365629
22.0,male,Master,3,RENT,DEBTCONSOLIDATION,15.65,0.27,2.0,692,No,1,11.407309361096962,10.096171896365629
24.0,female,Associate,2,RENT,MEDICAL,15.7,0.3,2.0,604,No,1,11.28363807889553,10.096171896365629
24.0,female,Bachelor,5,RENT,VENTURE,12.53,0.22,3.0,622,No,0,11.599561771629775,10.096171896365629
26.0,female,Bachelor,2,RENT,HOMEIMPROVEMENT,17.56,0.26,3.0,643,No,1,11.457782665473019,10.096171896365629
23.0,male,High School,0,RENT,PERSONAL,12.87,0.2,2.0,565,No,0,11.703264793357766,10.096171896365629
23.0,male,Master,0,RENT,PERSONAL,15.7,0.19,2.0,718,Yes,0,11.731554842717113,10.096171896365629
25.0,male,Bachelor,3,MORTGAGE,EDUCATION,11.01,0.05,3.0,625,Yes,0,12.171206836003833,9.104979856318357
25.0,male,Bachelor,0,OWN,VENTURE,11.14,0.08,4.0,614,Yes,0,12.169999772724765,9.615805480084347
24.0,female,Bachelor,2,MORTGAGE,VENTURE,16.0,0.1,3.0,690,Yes,0,12.169439781006306,9.903487552536127
23.0,male,High School,0,MORTGAGE,EDUCATION,15.65,0.13,2.0,564,Yes,0,12.170947932304207,10.126631103850338
26.0,female,Associate,5,MORTGAGE,DEBTCONSOLIDATION,11.01,0.07,4.0,579,Yes,0,12.170870248121444,9.528794103094718
21.0,female,High School,1,MORTGAGE,VENTURE,15.31,0.08,4.0,648,No,0,12.169621294152245,9.632334782035558
25.0,male,Master,3,MORTGAGE,VENTURE,13.47,0.1,2.0,531,Yes,0,12.171998665196423,9.903487552536127
22.0,male,Associate,0,MORTGAGE,HOMEIMPROVEMENT,13.85,0.22,2.0,658,No,1,9.96199228190869,8.465899897028686
25.0,female,Bachelor,3,RENT,PERSONAL,11.01,0.18,3.0,574,No,0,11.815190684546753,10.096171896365629
21.0,male,High School,2,MORTGAGE,VENTURE,10.39,0.28,4.0,671,No,1,9.969415732650235,8.699514748210191
25.0,male,High School,7,RENT,HOMEIMPROVEMENT,11.36,0.17,2.0,633,No,0,11.842480978978042,10.096171896365629
23.0,male,High School,0,RENT,EDUCATION,11.83,0.14,3.0,631,Yes,0,12.063996276935688,10.096171896365629
23.0,male,Associate,0,RENT,EDUCATION,12.53,0.07,3.0,652,Yes,0,12.752805807634584,10.096171896365629
22.0,female,Bachelor,3,RENT,HOMEIMPROVEMENT,14.96,0.18,3.0,683,No,1,11.781134155918485,10.092039659080719
22.0,female,Bachelor,0,RENT,DEBTCONSOLIDATION,13.85,0.46,3.0,693,No,1,10.87039535020681,10.085809109330082
23.0,female,Bachelor,2,RENT,VENTURE,11.58,0.42,4.0,603,No,1,10.95650955196994,10.085809109330082
24.0,female,High School,1,RENT,VENTURE,16.29,0.41,2.0,522,No,1,10.972705358794784,10.085809109330082
26.0,female,High School,4,RENT,MEDICAL,11.01,0.41,3.0,664,No,1,10.978831214264883,10.085809109330082
21.0,female,Master,0,RENT,EDUCATION,16.29,0.44,2.0,645,No,1,10.917140901977048,10.085809109330082
25.0,male,Bachelor,2,RENT,PERSONAL,10.74,0.38,2.0,592,No,1,11.056603809192042,10.085809109330082
22.0,female,Associate,4,MORTGAGE,EDUCATION,15.27,0.1,3.0,636,Yes,0,10.003649579435109,7.718685495198466
24.0,female,Bachelor,3,RENT,PERSONAL,17.8,0.42,2.0,672,No,1,10.957032737834929,10.085809109330082
22.0,female,Bachelor,0,MORTGAGE,VENTURE,11.36,0.05,2.0,686,Yes,0,9.989206427938665,6.907755278982137
22.0,female,High School,0,RENT,MEDICAL,17.56,0.4,4.0,590,No,1,10.996752234877642,10.085809109330082
26.0,female,Master,2,RENT,PERSONAL,7.9,0.33,4.0,636,No,1,11.19437172885136,10.085809109330082
25.0,female,High School,5,RENT,PERSONAL,10.99,0.33,4.0,580,No,1,11.198543433221747,10.085809109330082
22.0,male,Bachelor,0,RENT,PERSONAL,7.29,0.33,3.0,674,No,1,11.199720435287361,10.085809109330082
21.0,female,Associate,0,RENT,MEDICAL,10.75,0.33,2.0,601,No,1,11.19687135246267,10.085809109330082
26.0,female,High School,4,RENT,DEBTCONSOLIDATION,7.9,0.32,3.0,620,No,1,11.230774733075986,10.085809109330082
22.0,male,Master,0,RENT,EDUCATION,14.84,0.32,2.0,642,No,1,11.237949000015973,10.085809109330082
26.0,male,Associate,7,RENT,DEBTCONSOLIDATION,11.01,0.3,2.0,616,No,1,11.280009317007192,10.085809109330082
22.0,female,Associate,0,MORTGAGE,EDUCATION,11.01,0.23,3.0,588,No,1,9.990765560643188,8.512180649592693
23.0,male,High School,1,RENT,DEBTCONSOLIDATION,19.69,0.33,2.0,585,No,1,11.182683778099651,10.085809109330082
23.0,male,Bachelor,1,RENT,VENTURE,11.01,0.3,4.0,632,No,1,11.29368677973323,10.085809109330082
24.0,male,High School,5,RENT,VENTURE,14.96,0.33,4.0,556,No,1,11.193367374271071,10.085809109330082
25.0,male,Bachelor,4,RENT,EDUCATION,6.99,0.3,3.0,602,No,1,11.295913079586258,10.085809109330082
22.0,male,High School,0,RENT,PERSONAL,16.45,0.32,4.0,639,No,1,11.233819842735949,10.085809109330082
24.0,male,Associate,3,RENT,EDUCATION,10.99,0.28,4.0,603,No,1,11.353026629438281,10.085809109330082
23.0,male,Associate,2,RENT,DEBTCONSOLIDATION,10.99,0.27,2.0,689,No,1,11.404616161463377,10.085809109330082
22.0,male,High School,4,OWN,PERSONAL,7.9,0.13,4.0,672,No,1,10.015207802146536,8.006367567650246
22.0,female,Master,2,RENT,EDUCATION,12.69,0.26,4.0,499,No,1,11.416194276010456,10.085809109330082
24.0,male,Bachelor,1,RENT,MEDICAL,10.37,0.26,3.0,643,No,1,11.417394260741805,10.085809109330082
24.0,male,Bachelor,2,RENT,HOMEIMPROVEMENT,11.01,0.26,3.0,589,No,1,11.417636284945406,10.085809109330082
26.0,male,Master,2,RENT,DEBTCONSOLIDATION,15.83,0.29,3.0,646,No,1,11.338012397424066,10.085809109330082
23.0,male,Associate,1,RENT,PERSONAL,13.92,0.25,3.0,613,No,1,11.45787776318599,10.085809109330082
22.0,female,High School,0,OWN,VENTURE,11.49,0.09,3.0,567,No,0,10.026412899373426,7.600902459542082
24.0,female,Bachelor,4,RENT,MEDICAL,10.25,0.25,2.0,603,No,0,11.482352848993164,10.085809109330082
22.0,female,Associate,3,OWN,HOMEIMPROVEMENT,7.49,0.15,4.0,647,No,1,10.037450102199095,8.160518247477505
23.0,female,Master,1,OWN,EDUCATION,5.99,0.18,2.0,645,No,1,10.024952689817304,8.294049640102028
23.0,female,Bachelor,0,RENT,PERSONAL,12.92,0.26,2.0,672,No,1,11.41751528016557,10.085809109330082
26.0,female,Master,6,RENT,PERSONAL,11.58,0.22,3.0,648,No,0,11.58655689502437,10.085809109330082
25.0,male,High School,4,RENT,EDUCATION,8.9,0.21,2.0,653,No,0,11.65155633313945,10.085809109330082
22.0,male,Bachelor,0,RENT,DEBTCONSOLIDATION,19.69,0.24,3.0,590,No,1,11.517704029423202,10.085809109330082
25.0,female,Master,2,RENT,VENTURE,6.54,0.21,4.0,704,Yes,0,11.65232212324597,10.085809109330082
21.0,female,Master,0,OWN,HOMEIMPROVEMENT,14.54,0.21,4.0,674,No,1,10.03810585426089,8.496990484098719
